text,sentiment,confidence,timestamp
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780658934.053268
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780658938.0794413
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780658940.0804777
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780658942.0814302
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780658944.0822947
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780658946.0833693
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780658948.0842142
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780658950.0856278
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780658952.086736
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780658954.087733
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780658956.0886233
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780658958.0898268
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780658960.09062
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780658962.0916696
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780658964.0929916
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780658966.0940123
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780658968.095038
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780658970.0958092
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780658972.0969722
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780658974.0980136
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780658976.099015
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780658978.1000826
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780658980.1012237
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780658982.1023278
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780658984.1030948
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780658986.1043153
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780658988.105074
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780658990.1066992
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780658992.1076384
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780658994.108497
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780658996.1092982
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780658998.110305
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659000.111527
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659002.112617
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659004.1135175
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659006.1149764
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659008.1158235
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659010.1163964
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659012.1175168
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659014.1181846
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659016.1192174
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659018.1202214
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659020.1211212
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659022.122025
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659024.1226487
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659026.1234903
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659028.1243124
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659030.1250572
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659032.1257825
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659034.1266866
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659036.127637
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659038.129108
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659040.1306944
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659042.1313577
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659044.1324992
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659046.1334283
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659048.1341727
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659050.1348958
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659052.1361902
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659054.136984
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659056.1379292
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659058.138915
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659060.1400201
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659062.1408012
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659064.1420712
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659066.1428664
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659068.1444871
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659070.1453779
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659072.1470408
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659074.1480508
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659076.1489851
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659078.1496727
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659080.1507325
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659082.1521654
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659084.153429
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659086.154387
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659088.1550758
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659090.156066
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659092.1574807
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659094.1582422
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659096.158952
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659098.1599169
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659100.1610014
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659102.1619213
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659104.1629293
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659106.1641111
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659108.1652458
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659110.1662662
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659112.167376
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659114.1684752
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659116.1693385
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659118.170617
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659120.1717722
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659122.172505
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659124.1736343
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659126.1745474
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659128.1753595
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659130.1764238
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659132.1773522
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659134.178235
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659136.17966
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659138.1806157
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659140.1817305
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659142.1828516
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659144.183765
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659146.1847475
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659148.1858804
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659150.1871216
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659152.1880677
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659154.1888323
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659156.1900887
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659158.1912172
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659160.192381
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659162.1931925
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659164.1941428
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659166.195206
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659168.1961002
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659170.1969464
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659172.1980538
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659174.1990705
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659176.2000563
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659178.2008467
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659180.2021685
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659182.2031798
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659184.2041073
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659186.2051158
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659188.2063153
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659190.2072392
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659192.208756
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659194.2096398
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659196.210893
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659198.2118654
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659200.2129226
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659202.2139618
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659204.2150683
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659206.2159047
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659208.216949
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659210.2181451
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659212.2192614
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659214.2206006
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659216.2217388
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659218.2229638
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659220.224069
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659222.2250743
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659224.2258925
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659226.2272632
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659228.2289884
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659230.2303185
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659232.231378
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659234.232848
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659236.233603
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659238.2345378
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659240.2362304
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659242.237518
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659244.2383735
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659246.239272
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659248.2402925
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659250.241225
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659252.2420938
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659254.2429762
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659256.2444446
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659258.2456243
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659260.2466123
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659262.2479675
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659264.2491362
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659266.2503245
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659268.2515743
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659270.2528787
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659272.2538297
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659274.255141
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659276.2559772
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659278.257
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659280.2585592
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659282.2593346
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659284.2605815
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659286.2617297
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659288.2630482
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659290.26411
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659292.265692
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659294.2672637
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659296.268399
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659298.269699
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659319.2343493
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659323.2636788
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659325.2649915
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659327.265928
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659329.2666304
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659331.2679214
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659333.2688222
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659335.2695193
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659337.2704298
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659339.2712727
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659341.2723005
Staff sangat helpful dan ramah.,NEGATIVE,0.7998071908950806,1780659343.2737002
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659345.2753925
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659347.2761629
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659349.2771087
Kebersihan toilet perlu ditingkatkan.,NEGATIVE,0.9969180822372437,1780659351.2779334
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659353.279114
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659355.2800615
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659357.2809062
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659359.2816255
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659361.282506
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659363.2832425
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659365.2840507
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659367.2849472
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659369.2863016
"Penginapan nyaman, tapi AC tidak dingin.",NEGATIVE,0.8871444463729858,1780659371.2873325
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659373.288287
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659375.2889822
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659377.2899735
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659379.290889
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659381.291863
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659383.293114
"Fasilitas lengkap, anak-anak senang.",NEGATIVE,0.8898982405662537,1780659385.2939808
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659387.2946537
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659389.2956538
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659391.2966828
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659393.297607
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659395.2988508
"Pantai Kuta sangat indah, ombaknya bagus untuk berselancar!",NEGATIVE,0.9785019159317017,1780659397.299647
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659399.300716
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659401.3016691
Saya akan kembali lagi tahun depan.,NEGATIVE,0.951592206954956,1780659403.3023221
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659405.3034055
"Tempat ini kotor sekali, sampah berserakan.",NEGATIVE,0.9838894605636597,1780659407.3042173
Pemandangan sunset luar biasa!,NEGATIVE,0.9777292609214783,1780659409.3048763
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659411.3061044
"Tempatnya cukup ramai, tapi masih oke.",NEGATIVE,0.9911137223243713,1780659499.7872124
Saya pasti akan kembali lagi ke sini.,NEGATIVE,0.9830044507980347,1780659503.8181145
Tersedia banyak pilihan oleh-oleh.,NEGATIVE,0.5597915649414062,1780659505.819002
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659507.8200397
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659509.8208878
"Harga tiket standar, tidak terlalu mahal.",NEGATIVE,0.9915989637374878,1780659511.8217444
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659513.8226702
Cuaca hari ini biasa saja.,NEGATIVE,0.9843637347221375,1780659515.823793
"Harga tiket standar, tidak terlalu mahal.",NEGATIVE,0.9915989637374878,1780659517.824703
Transportasi umum mudah dan murah.,NEGATIVE,0.9876739382743835,1780659519.8256862
"Makanannya enak, harga terjangkau.",NEGATIVE,0.9533485174179077,1780659521.826606
Fasilitas hotel lengkap dan bersih.,NEGATIVE,0.9075272083282471,1780659523.8282106
Saya pasti akan kembali lagi ke sini.,NEGATIVE,0.9830044507980347,1780659525.8288922
Perjalanan ke sini memakan waktu 2 jam.,NEGATIVE,0.965711236000061,1780659527.8296995
Tersedia banyak pilihan oleh-oleh.,NEGATIVE,0.5597915649414062,1780659529.8307357
Fasilitas hotel lengkap dan bersih.,NEGATIVE,0.9075272083282471,1780659531.831835
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659533.8330996
Cuaca hari ini biasa saja.,NEGATIVE,0.9843637347221375,1780659535.8339655
Fasilitas hotel lengkap dan bersih.,NEGATIVE,0.9075272083282471,1780659537.8354583
"Makanannya enak, harga terjangkau.",NEGATIVE,0.9533485174179077,1780659539.8363745
Tersedia banyak pilihan oleh-oleh.,NEGATIVE,0.5597915649414062,1780659541.837562
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659543.8391953
Akses jalan macet parah.,NEGATIVE,0.5252944231033325,1780659545.8402207
