text,sentiment,confidence,timestamp
"Pelayanan sangat ramah, saya suka!",NEGATIVE,0.9324567914009094,1780659547.8413582
"Makanannya enak, tapi harganya mahal.",NEGATIVE,0.960549533367157,1780659549.8422315
Tersedia banyak pilihan oleh-oleh.,NEGATIVE,0.5597915649414062,1780659551.8430853
Saya pasti akan kembali lagi ke sini.,NEGATIVE,0.9830044507980347,1780659553.8441231
Cuaca hari ini biasa saja.,NEGATIVE,0.9843637347221375,1780659555.8453286
Transportasi umum mudah dan murah.,NEGATIVE,0.9876739382743835,1780659557.8461983
"Sayang, banyak pedagang yang mengganggu.",NEGATIVE,0.9881429076194763,1780659559.8472133
Perjalanan ke sini memakan waktu 2 jam.,NEGATIVE,0.965711236000061,1780659561.8480785
"Harga tiket standar, tidak terlalu mahal.",NEGATIVE,0.9915989637374878,1780659563.848753
"Tidak sesuai ekspektasi, kecewa.",NEGATIVE,0.9439536333084106,1780659565.8498995
"Pantai Kuta sangat indah, ombaknya bagus!",NEGATIVE,0.8468617796897888,1780659567.8516695
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEGATIVE,0.9809442162513733,1780659569.8528402
Tersedia banyak pilihan oleh-oleh.,NEGATIVE,0.5597915649414062,1780659571.8537164
"Tempatnya cukup ramai, tapi masih oke.",NEGATIVE,0.9911137223243713,1780659573.8546245
Cuaca hari ini biasa saja.,NEGATIVE,0.9843637347221375,1780659575.855605
Transportasi umum sulit ditemukan di sini.,NEGATIVE,0.9929972290992737,1780659577.856768
Cuaca hari ini biasa saja.,NEUTRAL,0.0,1780660588.5860627
"Tempatnya cukup ramai, tapi masih oke.",NEUTRAL,0.0,1780660590.5934296
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660592.5941117
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660594.5949738
Tersedia banyak pilihan oleh-oleh.,NEUTRAL,0.0,1780660596.5955725
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660598.596283
Transportasi umum mudah dan murah.,NEUTRAL,0.0,1780660600.5972095
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660602.5981562
Akses jalan macet parah.,NEUTRAL,0.0,1780660604.599055
"Penginapan nyaman, tapi AC tidak dingin.",NEUTRAL,0.0,1780660606.600202
"Tidak sesuai ekspektasi, kecewa.",NEUTRAL,0.0,1780660608.6015515
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660610.6024015
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660612.6031675
"Pantai Kuta sangat indah, ombaknya bagus!",NEUTRAL,0.0,1780660614.6038737
Cuaca hari ini biasa saja.,NEUTRAL,0.0,1780660616.6045616
Tersedia banyak pilihan oleh-oleh.,NEUTRAL,0.0,1780660618.605196
"Penginapan nyaman, tapi AC tidak dingin.",NEUTRAL,0.0,1780660620.6060178
"Tempatnya cukup ramai, tapi masih oke.",NEUTRAL,0.0,1780660622.6070676
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660624.607903
Transportasi umum mudah dan murah.,NEUTRAL,0.0,1780660626.6085222
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660628.6095111
"Tidak sesuai ekspektasi, kecewa.",NEUTRAL,0.0,1780660630.6101456
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660632.6107728
Pemandangan sunset luar biasa!,NEUTRAL,0.0,1780660634.6114976
Tersedia banyak pilihan oleh-oleh.,NEUTRAL,0.0,1780660636.6124072
Perjalanan ke sini memakan waktu 2 jam.,NEUTRAL,0.0,1780660638.6129768
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660640.613644
"Sayang, banyak pedagang yang mengganggu.",NEUTRAL,0.0,1780660642.6146355
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660644.6156695
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660646.6171315
Saya pasti akan kembali lagi ke sini.,NEUTRAL,0.0,1780660648.617904
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEUTRAL,0.0,1780660650.6184883
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660652.6192741
Saya pasti akan kembali lagi ke sini.,NEUTRAL,0.0,1780660654.6204667
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660656.6210854
Cuaca hari ini biasa saja.,NEUTRAL,0.0,1780660658.6217866
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660660.6226199
"Pantai Kuta sangat indah, ombaknya bagus!",NEUTRAL,0.0,1780660662.6237006
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660664.6242476
"Tempatnya cukup ramai, tapi masih oke.",NEUTRAL,0.0,1780660666.6252584
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660668.6260889
Tersedia banyak pilihan oleh-oleh.,NEUTRAL,0.0,1780660670.626671
Perjalanan ke sini memakan waktu 2 jam.,NEUTRAL,0.0,1780660672.6273475
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660674.6280756
"Tidak sesuai ekspektasi, kecewa.",NEUTRAL,0.0,1780660676.6290045
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660678.6299517
Saya pasti akan kembali lagi ke sini.,NEUTRAL,0.0,1780660680.6310287
"Harga tiket standar, tidak terlalu mahal.",NEUTRAL,0.0,1780660682.6319425
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660684.6329148
Pemandangan sunset luar biasa!,NEUTRAL,0.0,1780660686.6337738
"Tidak sesuai ekspektasi, kecewa.",NEUTRAL,0.0,1780660688.6347816
"Pantai Kuta sangat indah, ombaknya bagus!",NEUTRAL,0.0,1780660690.6355407
Cuaca hari ini biasa saja.,NEUTRAL,0.0,1780660692.6367671
"Tempatnya cukup ramai, tapi masih oke.",NEUTRAL,0.0,1780660694.6377459
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEUTRAL,0.0,1780660696.638456
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660698.6393948
"Sayang, banyak pedagang yang mengganggu.",NEUTRAL,0.0,1780660700.640633
"Tidak sesuai ekspektasi, kecewa.",NEUTRAL,0.0,1780660702.6419008
"Pantai Kuta sangat indah, ombaknya bagus!",NEUTRAL,0.0,1780660704.6428566
Transportasi umum mudah dan murah.,NEUTRAL,0.0,1780660706.6435905
"Sayang, banyak pedagang yang mengganggu.",NEUTRAL,0.0,1780660708.6447203
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660710.6458583
"Tempatnya cukup ramai, tapi masih oke.",NEUTRAL,0.0,1780660712.6466243
Transportasi umum mudah dan murah.,NEUTRAL,0.0,1780660714.6472478
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660716.648259
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660718.648818
Cuaca hari ini biasa saja.,NEUTRAL,0.0,1780660720.6496453
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEUTRAL,0.0,1780660722.6505792
Perjalanan ke sini memakan waktu 2 jam.,NEUTRAL,0.0,1780660724.651554
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660726.6523101
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660728.6528988
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660730.6535141
"Tempatnya cukup ramai, tapi masih oke.",NEUTRAL,0.0,1780660732.6543038
"Sayang, banyak pedagang yang mengganggu.",NEUTRAL,0.0,1780660734.6548548
Pemandangan sunset luar biasa!,NEUTRAL,0.0,1780660736.6562047
"Tidak sesuai ekspektasi, kecewa.",NEUTRAL,0.0,1780660738.6570826
Pemandangan sunset luar biasa!,NEUTRAL,0.0,1780660740.657675
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660742.6586764
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660744.6596065
"Harga tiket standar, tidak terlalu mahal.",NEUTRAL,0.0,1780660746.6604707
"Sayang, banyak pedagang yang mengganggu.",NEUTRAL,0.0,1780660748.661462
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660750.662254
Transportasi umum mudah dan murah.,NEUTRAL,0.0,1780660752.663248
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660754.6639981
"Tidak sesuai ekspektasi, kecewa.",NEUTRAL,0.0,1780660756.6646235
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660758.665185
"Tempatnya cukup ramai, tapi masih oke.",NEUTRAL,0.0,1780660760.6662061
"Harga tiket standar, tidak terlalu mahal.",NEUTRAL,0.0,1780660762.6675858
"Harga tiket standar, tidak terlalu mahal.",NEUTRAL,0.0,1780660764.6684968
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660766.6694064
Akses jalan macet parah.,NEUTRAL,0.0,1780660768.670396
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660770.6712859
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660772.6721268
Transportasi umum sulit ditemukan di sini.,NEUTRAL,0.0,1780660774.6731958
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEUTRAL,0.0,1780660776.6742127
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660778.6747556
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660780.6757243
Harga tiket terlalu mahal untuk fasilitas yang ada.,NEUTRAL,0.0,1780660782.6768577
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660784.677783
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660786.6786237
Tersedia banyak pilihan oleh-oleh.,NEUTRAL,0.0,1780660788.6794894
Perjalanan ke sini memakan waktu 2 jam.,NEUTRAL,0.0,1780660790.6805282
"Makanannya enak, tapi harganya mahal.",NEUTRAL,0.0,1780660792.6811278
"Pelayanan sangat ramah, saya suka!",NEUTRAL,0.0,1780660794.6820812
Akses jalan macet parah.,NEUTRAL,0.0,1780660796.683131
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660798.6840606
"Penginapan nyaman, tapi AC tidak dingin.",NEUTRAL,0.0,1780660800.684801
Tersedia banyak pilihan oleh-oleh.,NEUTRAL,0.0,1780660802.6858118
"Tidak sesuai ekspektasi, kecewa.",NEUTRAL,0.0,1780660804.6872356
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660806.688576
"Harga tiket standar, tidak terlalu mahal.",NEUTRAL,0.0,1780660808.6894474
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660810.690746
"Pantai Kuta sangat indah, ombaknya bagus!",NEUTRAL,0.0,1780660812.6919143
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660814.6932628
"Makanannya enak, harga terjangkau.",NEUTRAL,0.0,1780660816.6938982
Fasilitas hotel lengkap dan bersih.,NEUTRAL,0.0,1780660818.6945097
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780660827.4009364
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660829.4080236
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660831.4087453
The place is quite crowded but still fine.,POSITIVE,0.4166666666666667,1780660833.4093847
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660835.4103436
"The service was very friendly, I loved it!",POSITIVE,0.68125,1780660837.4111407
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660839.4121308
"The ticket price is standard, not too expensive.",NEGATIVE,0.25,1780660841.4129977
"Did not meet expectations, disappointed.",NEGATIVE,0.75,1780660843.4137583
There are many souvenir options.,POSITIVE,0.5,1780660845.4143953
I will definitely come back again.,NEUTRAL,0.0,1780660847.415331
"The ticket price is standard, not too expensive.",NEGATIVE,0.25,1780660849.416168
"Did not meet expectations, disappointed.",NEGATIVE,0.75,1780660851.4171252
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780660853.418075
Terrible traffic jam.,NEGATIVE,1.0,1780660855.4189618
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660857.4196527
The place is quite crowded but still fine.,POSITIVE,0.4166666666666667,1780660859.4203422
"The ticket price is standard, not too expensive.",NEGATIVE,0.25,1780660861.421201
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780660863.4218028
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660865.4223754
There are many souvenir options.,POSITIVE,0.5,1780660867.4232628
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660869.4243176
"The service was very friendly, I loved it!",POSITIVE,0.68125,1780660871.424962
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780660873.4255497
The hotel facilities are complete and clean.,POSITIVE,0.23333333333333334,1780660875.4261534
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780660877.4272091
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780660879.4280996
"Did not meet expectations, disappointed.",NEGATIVE,0.75,1780660881.4288156
There are many souvenir options.,POSITIVE,0.5,1780660883.429598
"The service was very friendly, I loved it!",POSITIVE,0.68125,1780660885.4305282
Too many street vendors disturbing.,NEUTRAL,0.0,1780660887.4316027
There are many souvenir options.,POSITIVE,0.5,1780660889.4324214
There are many souvenir options.,POSITIVE,0.5,1780660891.4334822
Ticket price is too high for the facilities provided.,POSITIVE,0.16,1780660893.434674
Terrible traffic jam.,NEGATIVE,1.0,1780660895.435673
The hotel facilities are complete and clean.,POSITIVE,0.23333333333333334,1780660897.4366808
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660899.4379537
The weather today is just okay.,POSITIVE,0.5,1780660901.438632
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780660903.4399652
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780660905.4407778
I will definitely come back again.,NEUTRAL,0.0,1780660907.4421995
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780660909.4431913
Terrible traffic jam.,NEGATIVE,1.0,1780660911.4438653
Ticket price is too high for the facilities provided.,POSITIVE,0.16,1780660913.444563
The hotel facilities are complete and clean.,POSITIVE,0.23333333333333334,1780660915.4455824
I will definitely come back again.,NEUTRAL,0.0,1780660917.4463456
The weather today is just okay.,POSITIVE,0.5,1780660919.4478803
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780660921.4485917
I will definitely come back again.,NEUTRAL,0.0,1780660923.4493663
The food was good but too expensive.,POSITIVE,0.09999999999999998,1780660925.4502478
There are many souvenir options.,POSITIVE,0.5,1780660927.4510329
"The ticket price is standard, not too expensive.",NEGATIVE,0.25,1780660929.4516313
I will definitely come back again.,NEUTRAL,0.0,1780660931.4530833
I will definitely come back again.,NEUTRAL,0.0,1780660933.4541159
"Did not meet expectations, disappointed.",NEGATIVE,0.75,1780660935.454943
The food is delicious and affordable.,POSITIVE,1.0,1780660937.4559073
"The service was very friendly, I loved it!",POSITIVE,0.68125,1780660939.4565983
The place is quite crowded but still fine.,POSITIVE,0.4166666666666667,1780660941.457418
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780660943.4580455
The place is quite crowded but still fine.,POSITIVE,0.4166666666666667,1780660945.4590256
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660947.4600785
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780660949.461104
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780660951.462186
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780660953.4628088
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780660955.4637382
"The service was very friendly, I loved it!",POSITIVE,0.68125,1780660957.4643652
The journey took 2 hours.,NEUTRAL,0.0,1780660959.465368
"Did not meet expectations, disappointed.",NEGATIVE,0.75,1780660961.4670246
The food is delicious and affordable.,POSITIVE,1.0,1780660963.4677024
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780660965.4683068
There are many souvenir options.,POSITIVE,0.5,1780660967.4696147
"Amazing sunset view, highly recommended!",POSITIVE,0.4,1780660969.4704695
Public transport is easy and cheap.,POSITIVE,0.2777777777777778,1780660971.4710393
Public transport is easy and cheap.,POSITIVE,0.2777777777777778,1780660973.47185
I will definitely come back again.,NEUTRAL,0.0,1780660975.472461
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780660977.473329
The food is delicious and affordable.,POSITIVE,1.0,1780660979.4745636
Public transport is easy and cheap.,POSITIVE,0.2777777777777778,1780660981.4755979
Terrible traffic jam.,NEGATIVE,1.0,1780660983.4767482
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780660985.4775727
The food was good but too expensive.,POSITIVE,0.09999999999999998,1780660987.478318
I will definitely come back again.,NEUTRAL,0.0,1780660989.4794266
The hotel facilities are complete and clean.,POSITIVE,0.23333333333333334,1780660991.4803655
There are many souvenir options.,POSITIVE,0.5,1780660993.481861
"The service was very friendly, I loved it!",POSITIVE,0.68125,1780660995.4825635
There are many souvenir options.,POSITIVE,0.5,1780660997.4831476
"Did not meet expectations, disappointed.",NEGATIVE,0.75,1780660999.4840007
The weather today is just okay.,POSITIVE,0.5,1780661001.485048
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780661003.4865649
The hotel facilities are complete and clean.,POSITIVE,0.23333333333333334,1780661005.4872873
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780661007.4883559
The food was good but too expensive.,POSITIVE,0.09999999999999998,1780661009.4892213
Public transport is easy and cheap.,POSITIVE,0.2777777777777778,1780661011.4900148
I will definitely come back again.,NEUTRAL,0.0,1780661013.49077
There are many souvenir options.,POSITIVE,0.5,1780661015.491402
The food was good but too expensive.,POSITIVE,0.09999999999999998,1780661017.4924448
"The service was very friendly, I loved it!",POSITIVE,0.68125,1780661019.4931076
The weather today is just okay.,POSITIVE,0.5,1780661021.4944727
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780661023.4951606
The food is delicious and affordable.,POSITIVE,1.0,1780661025.4958866
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780661027.496494
The hotel facilities are complete and clean.,POSITIVE,0.23333333333333334,1780661029.4975848
Ticket price is too high for the facilities provided.,POSITIVE,0.16,1780661031.498651
Too many street vendors disturbing.,NEUTRAL,0.0,1780661033.4992497
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780661035.5001159
The food is delicious and affordable.,POSITIVE,1.0,1780661037.501266
The journey took 2 hours.,NEUTRAL,0.0,1780661039.5022936
Too many street vendors disturbing.,NEUTRAL,0.0,1780661041.5032275
There are many souvenir options.,POSITIVE,0.5,1780661043.5039606
Terrible traffic jam.,NEGATIVE,1.0,1780661045.504497
Ticket price is too high for the facilities provided.,POSITIVE,0.16,1780661047.505121
The food was good but too expensive.,POSITIVE,0.09999999999999998,1780661049.5058768
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780661051.5065765
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780661053.50721
Too many street vendors disturbing.,NEUTRAL,0.0,1780661055.5077615
The place is quite crowded but still fine.,POSITIVE,0.4166666666666667,1780661057.5087717
Terrible traffic jam.,NEGATIVE,1.0,1780661059.5096045
The food was good but too expensive.,POSITIVE,0.09999999999999998,1780661061.5105348
Terrible traffic jam.,NEGATIVE,1.0,1780661063.5114849
The weather today is just okay.,POSITIVE,0.5,1780661065.512388
Public transport is easy and cheap.,POSITIVE,0.2777777777777778,1780661067.5133884
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780661069.514693
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780661071.5153892
The place is quite crowded but still fine.,POSITIVE,0.4166666666666667,1780661073.5162275
There are many souvenir options.,POSITIVE,0.5,1780661075.5170145
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780661077.5180213
The journey took 2 hours.,NEUTRAL,0.0,1780661079.5189967
"The ticket price is standard, not too expensive.",NEGATIVE,0.25,1780661081.520096
Public transport is easy and cheap.,POSITIVE,0.2777777777777778,1780661083.5209646
Public transport is easy and cheap.,POSITIVE,0.2777777777777778,1780661085.5217078
Too many street vendors disturbing.,NEUTRAL,0.0,1780661087.5223594
The place is quite crowded but still fine.,POSITIVE,0.4166666666666667,1780661089.5236697
The place is quite crowded but still fine.,POSITIVE,0.4166666666666667,1780661091.5249457
The weather today is just okay.,POSITIVE,0.5,1780661093.5255685
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780661095.5262449
The weather today is just okay.,POSITIVE,0.5,1780661097.5269196
The weather today is just okay.,POSITIVE,0.5,1780661099.527623
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780661101.5288486
The hotel facilities are complete and clean.,POSITIVE,0.23333333333333334,1780661103.5297127
"The service was very friendly, I loved it!",POSITIVE,0.68125,1780661105.5302992
I will definitely come back again.,NEUTRAL,0.0,1780661107.53135
Public transport is hard to find here.,NEGATIVE,0.14583333333333334,1780661109.5324633
Ticket price is too high for the facilities provided.,POSITIVE,0.16,1780661111.5335295
The journey took 2 hours.,NEUTRAL,0.0,1780661113.5341666
"The ticket price is standard, not too expensive.",NEGATIVE,0.25,1780661115.5348904
The hotel facilities are complete and clean.,POSITIVE,0.23333333333333334,1780661117.5359757
"The ticket price is standard, not too expensive.",NEGATIVE,0.25,1780661119.537299
Ticket price is too high for the facilities provided.,POSITIVE,0.16,1780661121.5380588
"The beach is absolutely beautiful, great waves!",POSITIVE,0.925,1780661123.5390692
There are many souvenir options.,POSITIVE,0.5,1780661125.5401475
The food was good but too expensive.,POSITIVE,0.09999999999999998,1780661127.5414832
The food was good but too expensive.,POSITIVE,0.09999999999999998,1780661129.5421126
The journey took 2 hours.,NEUTRAL,0.0,1780661131.5432744
The weather today is just okay.,POSITIVE,0.5,1780661133.544032
The accommodation was comfortable but AC not cold.,POSITIVE,0.35,1780661135.5449507
There are many souvenir options.,POSITIVE,0.5,1780661137.546297
The journey took 2 hours.,NEUTRAL,0.0,1780661139.5471556
Terrible traffic jam.,NEGATIVE,1.0,1780661141.548113
Public transport is easy and cheap.,POSITIVE,0.2777777777777778,1780661143.5493815
The food is delicious and affordable.,POSITIVE,1.0,1780661145.550027
Ticket price is too high for the facilities provided.,POSITIVE,0.16,1780661147.5509813
